time,station,biomass_kg_per_m,biomass_t_r100,biomass_t_r250,biomass_t_r600,biomass_t_domain,biomass_t_r100_lag1w,biomass_t_r250_lag1w,biomass_t_r600_lag1w,biomass_t_domain_lag1w,biomass_t_r100_lag2w,biomass_t_r250_lag2w,biomass_t_r600_lag2w,biomass_t_domain_lag2w,biomass_t_r100_lag3w,biomass_t_r250_lag3w,biomass_t_r600_lag3w,biomass_t_domain_lag3w,latitude,longitude,biomass_t_r100_trend,biomass_t_r250_trend,biomass_t_r600_trend,biomass_t_domain_trend,doy_sin,doy_cos,doy_sin2,doy_cos2
2020-12-14 00:00:00+00:00,ML1,0.0,95153.20925143751,183707.6502795502,373600.2792849101,692326.7565607579,,,,,,,,,144575.95891260452,189839.08154428346,239219.04028901155,395246.29944995866,17.939789,-67.04021,,,,,-0.22596360824801906,0.974135744004672,-0.4402384552773285,0.8978808954950716
2021-01-13 00:00:00+00:00,C1_East,0.0,77500.22706863296,87950.05403180806,105839.3117519239,198785.8857058654,,,,,,,,,,,,,17.944336,-67.002266,,,,,0.23851257519407648,0.9711394088771653,0.4632579225674917,0.88622350294858
2021-01-13 00:00:00+00:00,C3_West,0.0,76804.56985108751,87950.05403180806,105839.3117519239,198785.8857058654,,,,,,,,,,,,,17.943748,-67.009384,,,,,0.23851257519407648,0.9711394088771653,0.4632579225674917,0.88622350294858
2021-01-13 00:00:00+00:00,MJ4,0.0,74911.10634525925,91353.17652351785,109456.01477325716,198785.8857058654,,,,,,,,,,,,,17.973782,-67.06234,,,,,0.23851257519407648,0.9711394088771653,0.4632579225674917,0.88622350294858
2021-01-13 00:00:00+00:00,MJ3,0.0,74830.38766574083,91353.17652351785,109456.01477325718,198785.8857058654,,,,,,,,,,,,,17.972672,-67.06536,,,,,0.23851257519407648,0.9711394088771653,0.4632579225674917,0.88622350294858
2021-01-13 00:00:00+00:00,C2_Center,0.0,77500.22706863296,87950.05403180806,105839.3117519239,198785.8857058654,,,,,,,,,,,,,17.943632,-67.00623,,,,,0.23851257519407648,0.9711394088771653,0.4632579225674917,0.88622350294858
2021-01-13 00:00:00+00:00,MJ2,0.0,74319.62770642331,91353.17652351785,109079.20792407576,198785.8857058654,,,,,,,,,,,,,17.968758,-67.076935,,,,,0.23851257519407648,0.9711394088771653,0.4632579225674917,0.88622350294858
2021-01-13 00:00:00+00:00,E1,0.0,75746.13299867699,88804.89763783073,106813.46309830683,198785.8857058654,,,,,,,,,,,,,17.954287,-67.050186,,,,,0.23851257519407648,0.9711394088771653,0.4632579225674917,0.88622350294858
2021-01-13 00:00:00+00:00,ML1,0.0,75746.13299867699,88804.89763783073,106813.46309830683,198785.8857058654,,,,,,,,,,,,,17.939789,-67.04021,,,,,0.23851257519407648,0.9711394088771653,0.4632579225674917,0.88622350294858
2021-01-13 00:00:00+00:00,ML2,0.0,75928.066619488,88804.89763783073,106813.46309830683,198785.8857058654,,,,,,,,,,,,,17.9394,-67.04,,,,,0.23851257519407648,0.9711394088771653,0.4632579225674917,0.88622350294858
2021-02-04 00:00:00+00:00,ML1,0.0,21899.578175672843,22021.440292135103,108708.71648374981,293260.86454422644,,,,,,,,,75746.13299867699,88804.89763783073,106813.46309830683,198785.8857058654,17.939789,-67.04021,,,,,0.5663619330814524,0.8241566360566663,0.9335418911179212,0.35846832151248087
2021-02-04 00:00:00+00:00,MJ3,0.0,21899.578175672843,24927.51408800636,110903.40248405466,293260.86454422644,,,,,,,,,74830.38766574083,91353.17652351785,109456.01477325718,198785.8857058654,17.972672,-67.06536,,,,,0.5663619330814524,0.8241566360566663,0.9335418911179212,0.35846832151248087
