biomass_t_r100,biomass_t_r250,biomass_t_r600,biomass_t_domain,station,time,latitude,longitude
268875.6866731864,291263.7366991145,873947.1917045153,1612575.1934174711,MJ4,2022-06-09,17.973782,-67.06234
266811.49566019693,288991.47822194407,871600.7053891812,1612575.1934174711,SC,2022-06-09,17.942287,-67.07675
263506.71865927614,292046.20693639806,882843.8666873631,1612575.1934174711,ML3,2022-06-09,17.9392,-67.04
265495.35081316327,292046.20693639806,882843.8666873631,1612575.1934174711,ML2,2022-06-09,17.9394,-67.04
269249.2023195965,291054.3139121436,871771.6708116222,1612575.1934174711,MJ3,2022-06-09,17.972672,-67.06536
271246.0135176486,290273.51510490204,868789.8847349436,1612575.1934174711,MJ2,2022-06-09,17.968758,-67.076935
271342.7665468202,290796.3286789738,868789.8847349436,1612575.1934174711,MJ1,2022-06-09,17.967564,-67.07653
267348.420815505,291666.16803750885,881738.9409168072,1612575.1934174711,L1,2022-06-09,17.943077,-67.05644
267935.3298890022,290715.93503646465,880686.9159755753,1612575.1934174711,E1,2022-06-09,17.954287,-67.050186
263561.223748067,291320.0023095858,885739.8726672886,1612575.1934174711,C3_West,2022-06-09,17.943748,-67.009384
265435.1231859875,291320.0023095858,885739.8726672886,1612575.1934174711,C2_Center,2022-06-09,17.943632,-67.00623
265140.03114711907,291462.0181548077,887259.3602737664,1612575.1934174711,C1_East,2022-06-09,17.944336,-67.002266
268402.1257955631,290884.78675579856,880080.1772313168,1612575.1934174711,G1,2022-06-09,17.97034,-67.04777
138414.10312600998,60920.24084979232,124478.09289160234,295510.6890048466,SC,2022-06-16,17.942287,-67.07675
138707.3141118455,60920.24084979232,124553.6208517147,295510.6890048466,MJ4,2022-06-16,17.973782,-67.06234
138707.3141118455,60920.24084979232,124553.6208517147,295510.6890048466,MJ3,2022-06-16,17.972672,-67.06536
137145.27872691996,58660.193677869785,122796.76402925208,295510.6890048466,ML1,2022-06-16,17.939789,-67.04021
137145.27872691996,58660.193677869785,122796.76402925208,295510.6890048466,ML3,2022-06-16,17.9392,-67.04
137145.27872691996,58660.193677869785,122796.76402925208,295510.6890048466,ML2,2022-06-16,17.9394,-67.04
139604.59794988995,60920.24084979232,124478.09289160234,295510.6890048466,MJ2,2022-06-16,17.968758,-67.076935
139825.59326821094,60920.24084979232,124478.09289160234,295510.6890048466,MJ1,2022-06-16,17.967564,-67.07653
136216.15650728403,56792.61029615565,121147.49802990192,295510.6890048466,C2_Center,2022-06-16,17.943632,-67.00623
137779.39225253832,60920.24084979232,124553.6208517147,295510.6890048466,L1,2022-06-16,17.943077,-67.05644
136181.20485801084,56792.61029615565,121147.49802990192,295510.6890048466,C1_East,2022-06-16,17.944336,-67.002266
136365.67221553446,58660.19367786976,122796.76402925208,295510.6890048466,G1,2022-06-16,17.97034,-67.04777
135914.14582662514,56792.61029615565,121147.49802990192,295510.6890048466,C3_West,2022-06-16,17.943748,-67.009384
137664.42561149373,58660.193677869785,122293.57367979216,295510.6890048466,E1,2022-06-16,17.954287,-67.050186
499869.4761641616,751605.7527039376,2886926.786974595,5292402.08914613,MJ2,2022-06-23,17.968758,-67.076935
501108.76354501705,755406.4618192831,2887593.067428209,5292402.08914613,SC,2022-06-23,17.942287,-67.07675
503965.2421345872,753670.5753655223,2878924.9438148467,5292402.08914613,ML3,2022-06-23,17.9392,-67.04
503965.2421345872,753670.5753655223,2878924.9438148467,5292402.08914613,ML2,2022-06-23,17.9394,-67.04
499406.1344624106,753670.5753655223,2878896.673102297,5292402.08914613,ML1,2022-06-23,17.939789,-67.04021
501142.5453173284,753071.3221375479,2887888.472815989,5292402.08914613,MJ3,2022-06-23,17.972672,-67.06536
501840.3657494339,753071.3221375478,2888303.2719895714,5292402.08914613,MJ4,2022-06-23,17.973782,-67.06234
505255.46784226666,746592.1368504303,2877476.42177603,5292402.08914613,E1,2022-06-23,17.954287,-67.050186
503398.6535645067,757177.5983192448,2889184.6591742863,5292402.08914613,L1,2022-06-23,17.943077,-67.05644
509646.00919835264,751264.5718594004,2877381.9059826187,5292402.08914613,C3_West,2022-06-23,17.943748,-67.009384
511040.1626015395,751264.5718594005,2877381.905982618,5292402.08914613,C2_Center,2022-06-23,17.943632,-67.00623
509992.2289873326,751900.6538416827,2877995.6177366194,5292402.08914613,C1_East,2022-06-23,17.944336,-67.002266
498425.727704305,752395.8278050695,2886926.786974595,5292402.08914613,MJ1,2022-06-23,17.967564,-67.07653
503855.517605269,745093.9104463923,2877476.42177603,5292402.08914613,G1,2022-06-23,17.97034,-67.04777
85766.60315714218,113435.54215842926,387486.6012768992,690856.7195515931,SC,2022-06-30,17.942287,-67.07675
84607.24663794792,113435.54215842926,387486.6012768992,690856.7195515931,MJ4,2022-06-30,17.973782,-67.06234
84607.24663794792,113435.54215842923,387486.6012768992,690856.7195515931,MJ3,2022-06-30,17.972672,-67.06536
83974.8764103849,109513.10101017937,383285.9308570186,690856.7195515931,ML1,2022-06-30,17.939789,-67.04021
83974.8764103849,109513.10101017937,383285.9308570187,690856.7195515931,ML3,2022-06-30,17.9392,-67.04
83974.8764103849,109513.10101017937,383285.9308570187,690856.7195515931,ML2,2022-06-30,17.9394,-67.04
85985.2082887657,113435.54215842923,387486.6012768992,690856.7195515931,MJ2,2022-06-30,17.968758,-67.076935
85985.2082887657,113435.54215842923,387486.6012768992,690856.7195515931,MJ1,2022-06-30,17.967564,-67.07653
81281.61920739984,106650.62479651404,376412.13621368207,690856.7195515931,C2_Center,2022-06-30,17.943632,-67.00623
84388.6415063244,113435.54215842923,387486.6012768992,690856.7195515931,L1,2022-06-30,17.943077,-67.05644
81121.77390207695,106650.62479651404,376412.13621368207,690856.7195515931,C1_East,2022-06-30,17.944336,-67.002266
84388.6415063244,109513.10101017937,383285.9308570187,690856.7195515931,G1,2022-06-30,17.97034,-67.04777
81281.61920739985,106650.62479651404,376412.13621368207,690856.7195515931,C3_West,2022-06-30,17.943748,-67.009384
84388.6415063244,109513.10101017937,383285.9308570186,690856.7195515931,E1,2022-06-30,17.954287,-67.050186
317481.05397249665,605705.0763090226,2242413.331635607,3521941.3670564983,MJ2,2022-07-07,17.968758,-67.076935
314887.3891136925,606557.3334041416,2248192.5810027346,3521941.3670564983,SC,2022-07-07,17.942287,-67.07675
306105.1991964788,600322.7030014794,2254096.572332636,3521941.3670564983,ML3,2022-07-07,17.9392,-67.04
306105.1991964788,600322.7030014794,2254096.572332636,3521941.3670564983,ML2,2022-07-07,17.9394,-67.04
306105.1991964788,600322.7030014794,2253500.490951704,3521941.3670564983,ML1,2022-07-07,17.939789,-67.04021
314400.2928679566,606655.9612144851,2246142.989601187,3521941.3670564983,MJ4,2022-07-07,17.973782,-67.06234
314400.2928679566,606655.9612144851,2246142.989601187,3521941.3670564983,MJ3,2022-07-07,17.972672,-67.06536
311849.0756617843,596927.2716646555,2240073.012800035,3521941.3670564983,G1,2022-07-07,17.97034,-67.04777
310830.26035523124,596386.3768784219,2241281.972115979,3521941.3670564983,E1,2022-07-07,17.954287,-67.050186
292817.96363251144,586592.4820636181,2235910.68055487,3521941.3670564983,C3_West,2022-07-07,17.943748,-67.009384
292817.9636325114,586592.482063618,2236097.3102520388,3521941.3670564983,C2_Center,2022-07-07,17.943632,-67.00623
292464.6946589087,586592.4820636181,2236097.3102520388,3521941.3670564983,C1_East,2022-07-07,17.944336,-67.002266
317453.58803704585,605705.0763090225,2243016.241048217,3521941.3670564983,MJ1,2022-07-07,17.967564,-67.07653
311688.0182059058,607784.1493861348,2252573.863387521,3521941.3670564983,L1,2022-07-07,17.943077,-67.05644
39677.811125620006,30228.649651341715,143129.82582852754,531335.6393404086,MJ4,2022-07-14,17.973782,-67.06234
39778.75953022854,30228.649651341715,143129.82582852754,531335.6393404086,MJ2,2022-07-14,17.968758,-67.076935
39677.81112562,30228.649651341715,143129.82582852754,531335.6393404086,MJ3,2022-07-14,17.972672,-67.06536
36614.830982880994,30950.82452579372,143297.1763046441,531335.6393404086,SC,2022-07-14,17.942287,-67.07675
34918.51984875196,32046.24386233852,140809.47243601643,531335.6393404086,ML3,2022-07-14,17.9392,-67.04
34918.51984875196,32046.24386233852,140809.47243601643,531335.6393404086,ML2,2022-07-14,17.9394,-67.04
34918.51984875196,32046.24386233852,140809.47243601643,531335.6393404086,ML1,2022-07-14,17.939789,-67.04021
34633.25976074234,32146.88757723709,139523.76646049877,531335.6393404086,C3_West,2022-07-14,17.943748,-67.009384
34918.51984875196,31798.757447528504,140809.47243601643,531335.6393404086,E1,2022-07-14,17.954287,-67.050186
34633.25976074234,32146.88757723709,139523.76646049877,531335.6393404086,C2_Center,2022-07-14,17.943632,-67.00623
34633.25976074234,32146.88757723709,139523.76646049877,531335.6393404086,C1_East,2022-07-14,17.944336,-67.002266
39778.75953022854,30228.649651341715,143129.82582852754,531335.6393404086,MJ1,2022-07-14,17.967564,-67.07653
34918.51984875196,31798.7574475285,143407.410517581,531335.6393404086,L1,2022-07-14,17.943077,-67.05644
36614.830982880994,30950.82452579372,140699.2382230795,531335.6393404086,G1,2022-07-14,17.97034,-67.04777
110926.86992379087,141854.7475833619,643445.7730215706,992735.5485864468,MJ2,2022-07-21,17.968758,-67.076935
110739.34167410256,143030.72832214602,644776.6340350711,992735.5485864468,SC,2022-07-21,17.942287,-67.07675
108652.83930361288,138475.25764208703,638910.6056868746,992735.5485864468,ML3,2022-07-21,17.9392,-67.04
108652.83930361288,138475.25764208703,638910.6056868746,992735.5485864468,ML2,2022-07-21,17.9394,-67.04
108258.93226100109,138475.25764208703,638910.6056868746,992735.5485864468,ML1,2022-07-21,17.939789,-67.04021
110845.5008162278,141854.74758336192,644206.8371167781,992735.5485864468,MJ3,2022-07-21,17.972672,-67.06536
110845.5008162278,141854.74758336192,644206.8371167781,992735.5485864468,MJ4,2022-07-21,17.973782,-67.06234
109819.18103058936,136421.47884981617,637084.4940237087,992735.5485864468,E1,2022-07-21,17.954287,-67.050186
109365.99371902908,144389.5191535391,646319.611078448,992735.5485864468,L1,2022-07-21,17.943077,-67.05644
104264.33181416352,134923.71165461736,636422.468642601,992735.5485864468,C3_West,2022-07-21,17.943748,-67.009384
102231.91272301631,134923.7116546174,636635.430211134,992735.5485864468,C2_Center,2022-07-21,17.943632,-67.00623
102231.91272301628,134923.71165461736,636635.430211134,992735.5485864468,C1_East,2022-07-21,17.944336,-67.002266
110926.8699237909,141854.7475833619,643445.7730215706,992735.5485864468,MJ1,2022-07-21,17.967564,-67.07653
110845.5008162278,136061.1427536712,636704.7881755014,992735.5485864468,G1,2022-07-21,17.97034,-67.04777
2900.122578905335,12348.562711286078,301384.44703431457,969738.7521993532,SC,2022-07-28,17.942287,-67.07675
3187.113471420269,12348.562711286078,301505.18893688463,969738.7521993532,MJ4,2022-07-28,17.973782,-67.06234
2900.122578905335,12348.562711286077,301084.4988650088,969738.7521993532,MJ3,2022-07-28,17.972672,-67.06536
3187.113471420269,11025.77190287419,306400.7506262313,969738.7521993532,ML1,2022-07-28,17.939789,-67.04021
3187.113471420269,11025.77190287419,306400.75062623125,969738.7521993532,ML3,2022-07-28,17.9392,-67.04
3187.113471420269,11025.77190287419,306400.75062623125,969738.7521993532,ML2,2022-07-28,17.9394,-67.04
2900.122578905335,12348.562711286077,298751.1494164591,969738.7521993532,MJ2,2022-07-28,17.968758,-67.076935
2900.122578905335,12348.562711286077,298751.1494164591,969738.7521993532,MJ1,2022-07-28,17.967564,-67.07653
3187.113471420269,10844.523429591429,311645.2973478695,969738.7521993532,C2_Center,2022-07-28,17.943632,-67.00623
3187.113471420269,12348.562711286077,304201.6523957252,969738.7521993532,L1,2022-07-28,17.943077,-67.05644
3187.113471420269,11290.1080904043,311765.37263891834,969738.7521993532,C1_East,2022-07-28,17.944336,-67.002266
3187.113471420269,11607.292175825727,302913.6041987487,969738.7521993532,G1,2022-07-28,17.97034,-67.04777
3187.113471420269,10844.523429591429,310618.637051338,969738.7521993532,C3_West,2022-07-28,17.943748,-67.009384
3187.113471420269,11025.77190287419,302632.458848702,969738.7521993532,E1,2022-07-28,17.954287,-67.050186
1538.375725730778,0.0,111833.50720796466,182752.32168415195,SC,2022-08-04,17.942287,-67.07675
1538.375725730778,0.0,115733.29362808628,182752.32168415195,ML3,2022-08-04,17.9392,-67.04
1538.375725730778,0.0,115733.29362808628,182752.32168415195,ML2,2022-08-04,17.9394,-67.04
1538.375725730778,0.0,115733.29362808628,182752.32168415195,ML1,2022-08-04,17.939789,-67.04021
1538.3757257307782,0.0,109165.75280360405,182752.32168415195,MJ4,2022-08-04,17.973782,-67.06234
1538.3757257307782,0.0,109165.75280360405,182752.32168415195,MJ3,2022-08-04,17.972672,-67.06536
1538.3757257307782,0.0,108380.90349330528,182752.32168415195,MJ2,2022-08-04,17.968758,-67.076935
1538.3757257307782,0.0,109165.75280360405,182752.32168415195,MJ1,2022-08-04,17.967564,-67.07653
1538.375725730778,0.0,114347.0796122114,182752.32168415195,L1,2022-08-04,17.943077,-67.05644
1538.3757257307782,0.0,114009.79660066044,182752.32168415195,G1,2022-08-04,17.97034,-67.04777
1538.3757257307782,0.0,114347.0796122114,182752.32168415195,E1,2022-08-04,17.954287,-67.050186
1538.375725730778,0.0,117879.93005175918,182752.32168415195,C3_West,2022-08-04,17.943748,-67.009384
1538.375725730778,0.0,117954.88774404988,182752.32168415195,C2_Center,2022-08-04,17.943632,-67.00623
1538.375725730778,0.0,117954.88774404988,182752.32168415195,C1_East,2022-08-04,17.944336,-67.002266
4257.639395050967,38396.9889233173,310630.0138114302,593865.7831232502,MJ2,2022-08-11,17.968758,-67.076935
4257.639395050968,38396.988923317294,311395.7299265503,593865.7831232502,SC,2022-08-11,17.942287,-67.07675
4342.378439481217,37329.532934058174,315402.49158271635,593865.7831232502,ML3,2022-08-11,17.9392,-67.04
4342.378439481217,37329.532934058174,315402.49158271635,593865.7831232502,ML2,2022-08-11,17.9394,-67.04
4342.378439481217,37329.532934058174,315402.49158271635,593865.7831232502,ML1,2022-08-11,17.939789,-67.04021
4257.639395050967,38396.9889233173,312793.72522627295,593865.7831232502,MJ4,2022-08-11,17.973782,-67.06234
4257.639395050967,38396.9889233173,312793.72522627295,593865.7831232502,MJ3,2022-08-11,17.972672,-67.06536
4342.378439481216,37329.532934058174,314966.1704772942,593865.7831232502,G1,2022-08-11,17.97034,-67.04777
4342.378439481217,37329.532934058174,314880.37608971825,593865.7831232502,E1,2022-08-11,17.954287,-67.050186
4858.066974195811,37540.071082784,315966.7821591255,593865.7831232502,C3_West,2022-08-11,17.943748,-67.009384
6237.442600013495,37540.071082784,315966.78215912555,593865.7831232502,C2_Center,2022-08-11,17.943632,-67.00623
6237.442600013495,37540.071082784,315966.7821591255,593865.7831232502,C1_East,2022-08-11,17.944336,-67.002266
4257.639395050967,38396.9889233173,310630.0138114302,593865.7831232502,MJ1,2022-08-11,17.967564,-67.07653
4342.378439481217,38396.988923317294,315947.8320789774,593865.7831232502,L1,2022-08-11,17.943077,-67.05644
358794.8190106784,794929.1616175587,2239448.487545685,3866008.873805588,L1,2022-08-18,17.943077,-67.05644
351184.2841002216,772648.1738839892,2220805.4868697,3866008.873805588,G1,2022-08-18,17.97034,-67.04777
349192.5228080223,782361.4903368778,2230575.0082955654,3866008.873805588,MJ1,2022-08-18,17.967564,-67.07653
350156.7934886219,790649.5396168382,2232614.428830109,3866008.873805588,SC,2022-08-18,17.942287,-67.07675
359015.35630916024,783346.7646394802,2227768.3707051333,3866008.873805588,ML3,2022-08-18,17.9392,-67.04
359015.35630916024,783346.7646394802,2227768.3707051333,3866008.873805588,ML2,2022-08-18,17.9394,-67.04
355569.65599313617,782708.4018549015,2234409.528902564,3866008.873805588,MJ4,2022-08-18,17.973782,-67.06234
357955.6623395531,771666.1339604061,2221441.741575014,3866008.873805588,C3_West,2022-08-18,17.943748,-67.009384
355499.6806831015,779759.1726333565,2219492.4744071923,3866008.873805588,E1,2022-08-18,17.954287,-67.050186
357993.3404903543,771888.3910914101,2221441.741575014,3866008.873805588,C2_Center,2022-08-18,17.943632,-67.00623
357420.1754266769,773092.6615116833,2221626.781718806,3866008.873805588,C1_East,2022-08-18,17.944336,-67.002266
347358.0286433888,782361.4903368775,2230575.0082955654,3866008.873805588,MJ2,2022-08-18,17.968758,-67.076935
354075.875451888,782708.4018549015,2233390.3360213405,3866008.873805588,MJ3,2022-08-18,17.972672,-67.06536
358570.3365741363,782961.0466623607,2227768.3707051333,3866008.873805588,ML1,2022-08-18,17.939789,-67.04021
257892.8199022296,457657.3752035504,1275085.2133621264,2177752.153594835,MJ2,2022-08-25,17.968758,-67.076935
256883.06238356064,462131.0055046128,1273522.4507477512,2177752.153594835,ML3,2022-08-25,17.9392,-67.04
256883.06238356064,462131.0055046128,1273522.4507477512,2177752.153594835,ML2,2022-08-25,17.9394,-67.04
255668.0597308281,462131.0055046128,1273522.4507477512,2177752.153594835,ML1,2022-08-25,17.939789,-67.04021
256080.74516838987,457657.3752035505,1275998.4573541444,2177752.153594835,MJ4,2022-08-25,17.973782,-67.06234
256466.57011534303,457657.37520355056,1275450.8740126349,2177752.153594835,MJ3,2022-08-25,17.972672,-67.06536
257011.82335802013,464622.8313198644,1275074.2596514483,2177752.153594835,SC,2022-08-25,17.942287,-67.07675
262951.60975512647,456354.39536173904,1268036.7712809723,2177752.153594835,C1_East,2022-08-25,17.944336,-67.002266
262183.6320269777,456354.39536173904,1265913.8652040372,2177752.153594835,C3_West,2022-08-25,17.943748,-67.009384
256427.82300669825,453271.18093657255,1271608.671323474,2177752.153594835,G1,2022-08-25,17.97034,-67.04777
262951.6097551264,456354.39536173904,1266226.7961935154,2177752.153594835,C2_Center,2022-08-25,17.943632,-67.00623
257141.07438237267,466199.5402909844,1280094.6708726962,2177752.153594835,L1,2022-08-25,17.943077,-67.05644
256927.7429388175,455599.1167488024,1270993.9646766349,2177752.153594835,E1,2022-08-25,17.954287,-67.050186
257131.36025349647,457657.3752035504,1275085.2133621264,2177752.153594835,MJ1,2022-08-25,17.967564,-67.07653
251335.8309828539,299475.2408078664,549606.4287833822,1315052.3098213023,MJ2,2022-09-08,17.968758,-67.076935
251090.0866425716,304576.07418319373,554776.979681587,1315052.3098213023,SC,2022-09-08,17.942287,-67.07675
252697.80419890216,301852.20902078284,557960.9746623123,1315052.3098213023,ML3,2022-09-08,17.9392,-67.04
252697.80419890216,301852.20902078284,557960.9746623123,1315052.3098213023,ML2,2022-09-08,17.9394,-67.04
252697.80419890216,301852.20902078284,557960.9746623123,1315052.3098213023,ML1,2022-09-08,17.939789,-67.04021
251666.0107122552,299475.2408078664,554925.8706023132,1315052.3098213023,MJ4,2022-09-08,17.973782,-67.06234
252122.8789112857,299475.2408078664,550707.6601598749,1315052.3098213023,MJ3,2022-09-08,17.972672,-67.06536
255557.54624412744,294547.2604596001,553772.8511906845,1315052.3098213023,G1,2022-09-08,17.97034,-67.04777
249669.5211072981,297021.0393069589,553795.7186267676,1315052.3098213023,E1,2022-09-08,17.954287,-67.050186
255823.14946108503,299132.82783829345,564425.7606756648,1315052.3098213023,C3_West,2022-09-08,17.943748,-67.009384
255497.0943146101,299132.8278382935,564425.7606756648,1315052.3098213023,C2_Center,2022-09-08,17.943632,-67.00623
255568.5108491801,299132.8278382935,564425.7606756648,1315052.3098213023,C1_East,2022-09-08,17.944336,-67.002266
249566.2365748816,299475.2408078664,549606.4287833822,1315052.3098213023,MJ1,2022-09-08,17.967564,-67.07653
249969.8564476716,308152.57319023105,560262.0036412749,1315052.3098213023,L1,2022-09-08,17.943077,-67.05644
547781.0515591918,349903.81943792105,662571.7249103761,1749951.4865565654,SC,2022-09-15,17.942287,-67.07675
549132.8507926748,350630.4691624051,663033.0401503111,1749951.4865565654,MJ3,2022-09-15,17.972672,-67.06536
548525.2929709514,335665.4407770093,649131.2344843163,1749951.4865565654,ML3,2022-09-15,17.9392,-67.04
548525.2929709514,335665.4407770093,649131.2344843163,1749951.4865565654,ML2,2022-09-15,17.9394,-67.04
547505.2160620076,335665.4407770093,649131.2344843163,1749951.4865565654,ML1,2022-09-15,17.939789,-67.04021
549176.2155669703,350431.9130873363,662091.6117192629,1749951.4865565654,MJ2,2022-09-15,17.968758,-67.076935
549286.8668967813,350630.4691624051,663585.515091573,1749951.4865565654,MJ4,2022-09-15,17.973782,-67.06234
548547.5752881689,335665.4407770093,648638.0244112988,1749951.4865565654,E1,2022-09-15,17.954287,-67.050186
549176.2155669703,350431.9130873363,662091.6117192629,1749951.4865565654,MJ1,2022-09-15,17.967564,-67.07653
549581.9986987112,325717.97129104973,641282.0781457571,1749951.4865565654,C3_West,2022-09-15,17.943748,-67.009384
550534.0979904098,325717.97129104973,641282.078145757,1749951.4865565654,C2_Center,2022-09-15,17.943632,-67.00623
550561.235349839,325717.97129104973,641647.0111632776,1749951.4865565654,C1_East,2022-09-15,17.944336,-67.002266
548106.2250998392,349903.81943792105,663639.3071546571,1749951.4865565654,L1,2022-09-15,17.943077,-67.05644
549294.1674089503,335753.6561647518,649115.4307866638,1749951.4865565654,G1,2022-09-15,17.97034,-67.04777
57281.23200875384,112062.53766131724,206350.0094371978,511485.2823386819,MJ2,2022-10-13,17.968758,-67.076935
56159.39532597427,112815.62878025758,207263.84033501573,511485.2823386819,SC,2022-10-13,17.942287,-67.07675
56698.25191467035,115379.68506878614,211743.35751919448,511485.2823386819,ML3,2022-10-13,17.9392,-67.04
56698.25191467035,115379.68506878614,211743.35751919448,511485.2823386819,ML2,2022-10-13,17.9394,-67.04
55909.05160944884,115379.68506878614,211743.35751919448,511485.2823386819,ML1,2022-10-13,17.939789,-67.04021
57602.36586164333,113011.6805298286,207263.8403350157,511485.2823386819,MJ3,2022-10-13,17.972672,-67.06536
58153.58893852161,113011.6805298286,207328.44784456963,511485.2823386819,MJ4,2022-10-13,17.973782,-67.06234
57834.21106143913,114761.5427292467,211074.06303202288,511485.2823386819,E1,2022-10-13,17.954287,-67.050186
57142.76229833577,114363.105953537,211159.8726666771,511485.2823386819,L1,2022-10-13,17.943077,-67.05644
58446.96570347355,115772.54779816094,215277.9396809805,511485.2823386819,C3_West,2022-10-13,17.943748,-67.009384
59280.31594845724,115772.54779816094,215398.7324149224,511485.2823386819,C2_Center,2022-10-13,17.943632,-67.00623
58054.74864187491,115772.54779816094,216251.5171764364,511485.2823386819,C1_East,2022-10-13,17.944336,-67.002266
56603.95700286664,112062.53766131724,206350.00943719785,511485.2823386819,MJ1,2022-10-13,17.967564,-67.07653
58507.90996193371,114008.45161030638,211009.6224295999,511485.2823386819,G1,2022-10-13,17.97034,-67.04777
24230.98288844049,66887.95127888602,111930.65997745644,209537.16224340824,SC,2022-10-20,17.942287,-67.07675
25242.626704581104,66887.95127888602,110817.02481953356,209537.16224340824,MJ4,2022-10-20,17.973782,-67.06234
24921.67493808409,66887.95127888602,110817.02481953356,209537.16224340824,MJ3,2022-10-20,17.972672,-67.06536
23924.824179694748,66453.96556916335,112958.57531310093,209537.16224340824,ML1,2022-10-20,17.939789,-67.04021
24368.64345995118,66453.96556916335,112958.57531310088,209537.16224340824,ML3,2022-10-20,17.9392,-67.04
24368.64345995118,66453.96556916335,112958.57531310088,209537.16224340824,ML2,2022-10-20,17.9394,-67.04
24182.61354930407,66887.95127888602,110817.02481953356,209537.16224340824,MJ2,2022-10-20,17.968758,-67.076935
24182.61354930407,66887.95127888602,110817.02481953356,209537.16224340824,MJ1,2022-10-20,17.967564,-67.07653
21078.17257994956,64624.27149224857,111948.4510098692,209537.16224340824,C2_Center,2022-10-20,17.943632,-67.00623
25405.67410191653,67042.67538621389,113341.41476542504,209537.16224340824,L1,2022-10-20,17.943077,-67.05644
21091.1803760738,64624.27149224857,112096.9042760922,209537.16224340824,C1_East,2022-10-20,17.944336,-67.002266
24792.6248279412,66453.96556916335,112297.52938346218,209537.16224340824,G1,2022-10-20,17.97034,-67.04777
20497.43361659712,64624.27149224857,111948.4510098692,209537.16224340824,C3_West,2022-10-20,17.943748,-67.009384
24826.58655311132,66453.96556916335,112297.52938346218,209537.16224340824,E1,2022-10-20,17.954287,-67.050186
0.0,0.0,6683.413833436688,9931.479519543764,SC,2022-10-27,17.942287,-67.07675
0.0,0.0,6683.413833436688,9931.479519543764,ML3,2022-10-27,17.9392,-67.04
0.0,0.0,6683.413833436688,9931.479519543764,ML2,2022-10-27,17.9394,-67.04
0.0,0.0,6683.413833436688,9931.479519543764,ML1,2022-10-27,17.939789,-67.04021
0.0,0.0,6683.413833436688,9931.479519543764,MJ4,2022-10-27,17.973782,-67.06234
0.0,0.0,6683.413833436688,9931.479519543764,MJ3,2022-10-27,17.972672,-67.06536
0.0,0.0,6683.413833436688,9931.479519543764,MJ2,2022-10-27,17.968758,-67.076935
0.0,0.0,6683.413833436688,9931.479519543764,MJ1,2022-10-27,17.967564,-67.07653
0.0,0.0,6683.413833436688,9931.479519543764,L1,2022-10-27,17.943077,-67.05644
0.0,0.0,6683.413833436688,9931.479519543764,G1,2022-10-27,17.97034,-67.04777
0.0,0.0,6683.413833436688,9931.479519543764,E1,2022-10-27,17.954287,-67.050186
0.0,0.0,6683.413833436688,9931.479519543764,C3_West,2022-10-27,17.943748,-67.009384
0.0,0.0,6683.413833436688,9931.479519543764,C2_Center,2022-10-27,17.943632,-67.00623
0.0,0.0,6683.413833436688,9931.479519543764,C1_East,2022-10-27,17.944336,-67.002266
19562.834841883232,26198.7482985173,35527.78103891453,65013.00310661664,MJ2,2022-11-10,17.968758,-67.076935
17796.552376082505,26157.41117874186,35527.78103891453,65013.00310661664,SC,2022-11-10,17.942287,-67.07675
18165.133876177628,26157.41117874186,35527.78103891453,65013.00310661664,ML3,2022-11-10,17.9392,-67.04
18165.133876177628,26157.41117874186,35527.78103891453,65013.00310661664,ML2,2022-11-10,17.9394,-67.04
18165.133876177628,26157.41117874185,35527.78103891453,65013.00310661664,ML1,2022-11-10,17.939789,-67.04021
18165.133876177624,26198.7482985173,35527.78103891453,65013.00310661664,MJ4,2022-11-10,17.973782,-67.06234
18165.133876177628,26198.7482985173,35527.78103891453,65013.00310661664,MJ3,2022-11-10,17.972672,-67.06536
18979.602114415346,26198.7482985173,35527.78103891453,65013.00310661664,G1,2022-11-10,17.97034,-67.04777
18165.133876177628,26157.41117874185,35527.78103891454,65013.00310661664,E1,2022-11-10,17.954287,-67.050186
18979.602114415346,25957.19004076487,36435.32816396442,65013.00310661664,C3_West,2022-11-10,17.943748,-67.009384
18979.602114415346,25957.19004076487,36435.32816396442,65013.00310661664,C2_Center,2022-11-10,17.943632,-67.00623
18979.602114415346,25957.19004076487,37186.09673387004,65013.00310661664,C1_East,2022-11-10,17.944336,-67.002266
19562.83484188324,26198.74829851731,35527.78103891453,65013.00310661664,MJ1,2022-11-10,17.967564,-67.07653
17831.690267874466,26157.41117874186,35527.78103891453,65013.00310661664,L1,2022-11-10,17.943077,-67.05644
141358.18330462903,159715.75861608153,259388.8021070624,672836.6924289747,L1,2022-11-17,17.943077,-67.05644
140943.1224861639,156351.3160527439,253621.13736049403,672836.6924289747,G1,2022-11-17,17.97034,-67.04777
141515.91047504632,157508.67105575278,257647.2894388833,672836.6924289747,MJ1,2022-11-17,17.967564,-67.07653
141331.99743076158,158175.98859990455,258145.3637857489,672836.6924289747,SC,2022-11-17,17.942287,-67.07675
136557.4553384425,156881.16655008763,254368.0708145116,672836.6924289747,ML3,2022-11-17,17.9392,-67.04
136557.4553384425,156881.16655008763,254368.0708145116,672836.6924289747,ML2,2022-11-17,17.9394,-67.04
142289.67698021547,157714.04184933114,258145.3637857489,672836.6924289747,MJ4,2022-11-17,17.973782,-67.06234
137044.1283338459,155735.93152767792,254792.0618593706,672836.6924289747,C3_West,2022-11-17,17.943748,-67.009384
